modelo;fold;acc;prec;rec;f1;emissions_g;energia_kwh;tempo_s;rga;emissions_grid_total_g;energia_grid_total_kwh;params
KNN;1;0.71;0.71875;0.971830985915493;0.8263473053892215;8.170613304664564e-06;8.307859137618014e-08;0.21933674812316895;1.1507906062907838e-05;0.00013874930478725966;1.4107994548669992e-06;{'metric': 'euclidean', 'n_neighbors': 50}
KNN;2;0.68;0.7159090909090909;0.9;0.7974683544303798;6.644583187142738e-06;6.756195537420931e-08;0.21972370147705078;9.771445863445202e-06;0.00013947919852741719;1.4182209961302433e-06;{'metric': 'euclidean', 'n_neighbors': 15}
KNN;3;0.67;0.6767676767676768;0.9852941176470589;0.8023952095808383;9.45550726609112e-06;9.614336098437302e-08;0.22699975967407227;1.4112697412076297e-05;0.00013900635116358248;1.413413095981438e-06;{'metric': 'manhattan', 'n_neighbors': 30}
KNN;4;0.72;0.7272727272727273;0.9863013698630136;0.8372093023255814;7.671089381756294e-06;7.799944464306639e-08;0.2332451343536377;1.0654290807994854e-05;0.00013706294563119363;1.3936525972179771e-06;{'metric': 'euclidean', 'n_neighbors': 50}
KNN;5;0.7;0.7252747252747253;0.9295774647887324;0.8148148148148148;7.165874233657913e-06;7.286242967480693e-08;0.2332007884979248;1.0236963190939875e-05;0.00013989593622154488;1.4224583745632334e-06;{'metric': 'manhattan', 'n_neighbors': 15}
KNN;6;0.58;0.6063829787234043;0.9193548387096774;0.7307692307692307;7.624571358680276e-06;7.752645054988689e-08;0.2380232810974121;1.3145812687379788e-05;0.00013569668928071907;1.3797605368763887e-06;{'metric': 'manhattan', 'n_neighbors': 30}
KNN;7;0.73;0.7717391304347826;0.922077922077922;0.8402366863905325;6.6660558360271795e-06;6.778028873009293e-08;0.23822426795959473;9.131583337023533e-06;0.0001596888622271845;1.6237123502987808e-06;{'metric': 'euclidean', 'n_neighbors': 15}
KNN;8;0.7;0.6938775510204082;1.0;0.8192771084337349;8.376421829909545e-06;8.517124730456688e-08;0.2488727569580078;1.196631689987078e-05;0.00014809692287765967;1.5058458014159885e-06;{'metric': 'euclidean', 'n_neighbors': 30}
KNN;9;0.75;0.7551020408163265;0.9866666666666667;0.8554913294797688;7.633054315381551e-06;7.76127050410944e-08;0.24427270889282227;1.0177405753842068e-05;0.00015732298802782616;1.5996562007140577e-06;{'metric': 'euclidean', 'n_neighbors': 50}
KNN;10;0.68;0.6896551724137931;0.9230769230769231;0.7894736842105263;7.597714589577724e-06;7.72533715945187e-08;0.24729657173156738;1.1173109690555477e-05;0.00014030265360347505;1.4265938667128466e-06;{'metric': 'manhattan', 'n_neighbors': 7}
LR;1;0.71;0.71;1.0;0.8304093567251462;5.045872886392503e-06;5.130630909009337e-08;0.23400545120239258;7.106863220271131e-06;6.463919558239895e-05;6.572497212185193e-07;{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs'}
LR;2;0.69;0.7142857142857143;0.9285714285714286;0.8074534161490683;8.105033834037627e-06;8.24117809618663e-08;0.2311246395111084;1.1746425846431344e-05;6.20950221499435e-05;6.313806294987543e-07;{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}
LR;3;0.67;0.6842105263157895;0.9558823529411765;0.7975460122699386;5.512942454006886e-06;5.605546075168672e-08;0.22628188133239746;8.228272319413262e-06;6.199210438154864e-05;6.30334164208206e-07;{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}
LR;4;0.75;0.7448979591836735;1.0;0.8538011695906432;7.60682055332785e-06;7.734596080579014e-08;0.2721121311187744;1.0142427404437133e-05;5.9663630617042785e-05;6.066583013080366e-07;{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}
LR;5;0.71;0.71;1.0;0.8304093567251462;6.065006854698652e-06;6.166883774655968e-08;0.26706385612487793;8.542263175631906e-06;6.450711215998529e-05;6.559067002886209e-07;{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs'}
LR;6;0.61;0.6292134831460674;0.9032258064516129;0.7417218543046358;1.7858983139763035e-05;1.8158969312810666e-07;0.27474451065063477;2.9277021540595138e-05;7.757330171112338e-05;7.887633882857138e-07;{'C': 100, 'penalty': 'l2', 'solver': 'lbfgs'}
LR;7;0.73;0.7717391304347826;0.922077922077922;0.8402366863905325;9.570917343993002e-06;9.731684776500796e-08;0.28564929962158203;1.3110845676702743e-05;6.762283011228751e-05;6.875872423667741e-07;{'C': 10, 'penalty': 'l2', 'solver': 'lbfgs'}
LR;8;0.69;0.7078651685393258;0.9264705882352942;0.802547770700637;8.403285836116228e-06;8.54443998466286e-08;0.2821509838104248;1.2178675124806128e-05;8.070272832756566e-05;8.205833197173878e-07;{'C': 100, 'penalty': 'l2', 'solver': 'lbfgs'}
LR;9;0.76;0.7575757575757576;1.0;0.8620689655172413;6.81671887150797e-06;6.931222670016644e-08;0.2868924140930176;8.969366936194698e-06;6.465675508265264e-05;6.574282657771651e-07;{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs'}
LR;10;0.67;0.6702127659574468;0.9692307692307692;0.7924528301886793;9.384610684826925e-06;9.542248632231386e-08;0.286884069442749;1.4006881619144663e-05;6.291168730131243e-05;6.396844602972345e-07;{'C': 100, 'penalty': 'l2', 'solver': 'lbfgs'}
LightGBM;1;0.71;0.723404255319149;0.9577464788732394;0.8242424242424242;4.136572902639286e-05;4.206056963679267e-07;0.24343514442443848;5.826159017801811e-05;0.0037773869454294463;3.840837582288858e-05;{'learning_rate': 0.01, 'n_estimators': 100, 'num_leaves': 15}
LightGBM;2;0.68;0.6979166666666666;0.9571428571428572;0.8072289156626506;6.429170885872045e-05;6.537164849180506e-07;0.2515408992767334;9.454663067458889e-05;0.004203762351039527;4.274375026476925e-05;{'learning_rate': 0.01, 'n_estimators': 100, 'num_leaves': 31}
LightGBM;3;0.67;0.6804123711340206;0.9705882352941176;0.8;5.748032975903779e-05;5.844585528840219e-07;0.25840187072753906;8.579153695378774e-05;0.00407422736292057;4.142664175093108e-05;{'learning_rate': 0.01, 'n_estimators': 100, 'num_leaves': 31}
LightGBM;4;0.74;0.7422680412371134;0.9863013698630136;0.8470588235294118;5.9150686797547254e-05;6.014427014026442e-07;0.26834678649902344;7.993336053722602e-05;0.003756609069442862;3.819710690042362e-05;{'learning_rate': 0.01, 'n_estimators': 100, 'num_leaves': 31}
LightGBM;5;0.74;0.7419354838709677;0.971830985915493;0.8414634146341463;6.741332654791718e-05;6.854570153731359e-07;0.271561861038208;9.10990899296178e-05;0.003829799112975421;3.894130142936736e-05;{'learning_rate': 0.01, 'n_estimators': 100, 'num_leaves': 31}
LightGBM;6;0.63;0.6373626373626373;0.9354838709677419;0.7581699346405228;6.887296196428807e-05;7.002985517172495e-07;0.28735995292663574;0.00010932216184807629;0.003666154233130183;3.7277364391041845e-05;{'learning_rate': 0.01, 'n_estimators': 200, 'num_leaves': 15}
LightGBM;7;0.67;0.7619047619047619;0.8311688311688312;0.7950310559006211;0.00013945173157371823;1.4179417128331866e-06;0.3077263832092285;0.00020813691279659437;0.004312219210212759;4.3846536891576424e-05;{'learning_rate': 0.01, 'n_estimators': 200, 'num_leaves': 31}
LightGBM;8;0.67;0.7108433734939759;0.8676470588235294;0.7814569536423841;0.000187774747291934;1.909288925976471e-06;0.33545398712158203;0.0002802608168536328;0.0040128467730780465;4.080252545123486e-05;{'learning_rate': 0.01, 'n_estimators': 500, 'num_leaves': 15}
LightGBM;9;0.78;0.7849462365591398;0.9733333333333334;0.8690476190476191;0.00011211165676886175;1.1399485171926399e-06;0.3121793270111084;0.00014373289329341248;0.00400987902131491;4.077234942566102e-05;{'learning_rate': 0.01, 'n_estimators': 200, 'num_leaves': 31}
LightGBM;10;0.68;0.6736842105263158;0.9846153846153847;0.8;7.129782270735372e-05;7.249544750005462e-07;0.29675889015197754;0.00010484973927552017;0.0038615449837615438;3.926409264816309e-05;{'learning_rate': 0.01, 'n_estimators': 100, 'num_leaves': 31}
MLP;1;0.73;0.75;0.9295774647887324;0.8301886792452831;0.00033743392459539145;3.4310196912534206e-06;0.4062776565551758;0.0004622382528703993;0.0046786412289342005;4.7572306797638995e-05;{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 200}
MLP;2;0.67;0.7078651685393258;0.9;0.7924528301886793;0.0006967134514811871;7.08416491927835e-06;0.6157166957855225;0.0010398708231062494;0.004506256686648774;4.581950509058419e-05;{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 300}
MLP;3;0.7;0.7159090909090909;0.9264705882352942;0.8076923076923077;0.0006936585862183694;7.053103125822277e-06;0.6234018802642822;0.0009909408374548134;0.004501419248126607;4.577031813688746e-05;{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 300}
MLP;4;0.72;0.7472527472527473;0.9315068493150684;0.8292682926829268;0.00046499235945420935;4.728030661062852e-06;0.4912855625152588;0.0006458227214641796;0.004664172912943696;4.742519332313514e-05;{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 200}
MLP;5;0.73;0.75;0.9295774647887324;0.8301886792452831;0.0002954959704171495;3.0045956238779593e-06;0.4268941879272461;0.0004047890005714377;0.004475587206990307;4.5507658589806676e-05;{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 200}
MLP;6;0.6;0.6222222222222222;0.9032258064516129;0.7368421052631579;0.0004595317453696434;4.672507273860611e-06;0.5221579074859619;0.000765886242282739;0.004579107442673013;4.65602497526438e-05;{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 300}
MLP;7;0.74;0.7865168539325843;0.9090909090909091;0.8433734939759037;0.0004904216374462137;4.98659492258321e-06;0.5299961566925049;0.0006627319424948833;0.004441758099993832;4.5163685077417254e-05;{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 300}
MLP;8;0.72;0.7380952380952381;0.9117647058823529;0.8157894736842105;0.000311822356141729;3.170601904886007e-06;0.5686514377593994;0.0004330866057524014;0.004587955831511054;4.665021994866244e-05;{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 200}
MLP;9;0.75;0.7717391304347826;0.9466666666666667;0.8502994011976048;0.0004880621284338741;4.962603494060622e-06;0.5033085346221924;0.0006507495045784988;0.004550591711265748;4.627030251012474e-05;{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 200}
MLP;10;0.66;0.6867469879518072;0.8769230769230769;0.7702702702702703;0.0006510460449738255;6.6198198740576885e-06;0.6484973430633545;0.0009864334014754931;0.004493960264456465;4.569447537780601e-05;{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 300}
RF;1;0.67;0.7209302325581395;0.8732394366197183;0.7898089171974523;0.0003473310922620687;3.5316538441256424e-06;0.41535258293151855;0.0005184046153165204;0.003161974213977956;3.2150874587972873e-05;{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 200}
RF;2;0.7;0.7083333333333334;0.9714285714285714;0.8192771084337349;0.00018490454535498988;1.8801047845913478e-06;0.31848955154418945;0.0002641493505071284;0.0032951508001116455;3.350501077918865e-05;{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}
RF;3;0.68;0.6875;0.9705882352941176;0.8048780487804879;0.00037037056505829916;3.7659186262892904e-06;0.41959404945373535;0.0005446625956739694;0.003371513972115175;3.428146959892601e-05;{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 200}
RF;4;0.73;0.7446808510638298;0.958904109589041;0.8383233532934131;0.0003594608904039061;3.6549893277332134e-06;0.4346468448638916;0.0004924121786354878;0.003283203445334521;3.338353037514256e-05;{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 200}
RF;5;0.73;0.7619047619047619;0.9014084507042254;0.8258064516129032;0.0003553874012060666;3.613570191626333e-06;0.42559194564819336;0.0004868320564466666;0.0031999883636323937;3.2537401509256856e-05;{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 200}
RF;6;0.62;0.6224489795918368;0.9838709677419355;0.7625;0.0001914996842907646;1.947163992056418e-06;0.33954739570617676;0.0003088704585334913;0.003246565886301717;3.30110005928104e-05;{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}
RF;7;0.74;0.8;0.8831168831168831;0.8395061728395061;0.00036067520892675575;3.667336488050146e-06;0.43170595169067383;0.0004873989309821024;0.0031751044225084932;3.228438221934857e-05;{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 200}
RF;8;0.68;0.6914893617021277;0.9558823529411765;0.8024691358024691;0.00032459735129735685;3.300497735565104e-06;0.43248677253723145;0.00047734904602552477;0.003208607336749421;3.2625039011971984e-05;{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 200}
RF;9;0.79;0.78125;1.0;0.8771929824561403;0.00018989931219629734;1.9308914486954216e-06;0.34876132011413574;0.00024037887619784472;0.0032343377136826823;3.288666483998334e-05;{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}
RF;10;0.65;0.6595744680851063;0.9538461538461539;0.779874213836478;0.0001774762138614715;1.8045736960738548e-06;0.34981608390808105;0.00027304032901764847;0.003159428147340306;3.212498624619012e-05;{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}
XGBoost;1;0.71;0.723404255319149;0.9577464788732394;0.8242424242424242;6.825360617376481e-05;6.940009575564812e-07;0.24939990043640137;9.61318396813589e-05;0.008689736834680694;8.835702642332018e-05;{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}
XGBoost;2;0.69;0.7052631578947368;0.9571428571428572;0.8121212121212121;5.931856583133238e-05;6.031496912121484e-07;0.26303863525390625;8.596893598743825e-05;0.00820916700750574;8.347060446074899e-05;{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}
XGBoost;3;0.68;0.6875;0.9705882352941176;0.8048780487804879;0.0001285582621067042;1.3071771882163765e-06;0.2942838668823242;0.00018905626780397675;0.008029590877397533;8.164467886888937e-05;{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500, 'subsample': 1.0}
XGBoost;4;0.74;0.7473684210526316;0.9726027397260274;0.8452380952380952;0.00011217351589389366;1.1405774992261524e-06;0.29409050941467285;0.0001515858322890455;0.008436782011713304;8.578498812089015e-05;{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.8}
XGBoost;5;0.68;0.7294117647058823;0.8732394366197183;0.7948717948717948;0.00014388420827655637;1.4630110248968596e-06;0.30705833435058594;0.0002115944239361123;0.008470868078438524;8.61315743933636e-05;{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500, 'subsample': 1.0}
XGBoost;6;0.61;0.6185567010309279;0.967741935483871;0.7547169811320755;6.552335236379997e-05;6.662398052202379e-07;0.27072715759277344;0.00010741533174393437;0.008665086433076327;8.810638175739544e-05;{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}
XGBoost;7;0.73;0.7717391304347826;0.922077922077922;0.8402366863905325;9.008827261093718e-05;9.160152988463128e-07;0.2890145778656006;0.00012340859261772218;0.00838861375396872;8.529521448294547e-05;{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100, 'subsample': 1.0}
XGBoost;8;0.68;0.68;1.0;0.8095238095238095;3.372680291158273e-05;3.4293328701735393e-07;0.26421523094177246;4.959823957585695e-05;0.00816454570219065;8.301689614624242e-05;{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}
XGBoost;9;0.75;0.75;1.0;0.8571428571428571;3.479737396067215e-05;3.5381882662252555e-07;0.27306246757507324;4.639649861422953e-05;0.008590715662380548;8.735018162423789e-05;{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}
XGBoost;10;0.69;0.6976744186046512;0.9230769230769231;0.7947019867549668;0.00011879634123181627;1.2079182213346105e-06;0.3214986324310303;0.00017216861048089315;0.00841224176246;8.553546348131127e-05;{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.8}
