modelo;acc_media;acc_desvio;prec_media;prec_desvio;rec_media;rec_desvio;f1_media;f1_desvio;emissions_g_total;energia_kwh_total;tempo_s_total;emissions_grid_total_g_soma;energia_grid_total_kwh_soma;emissoes_total_modelo;energia_total_modelo;ECAR;reducao
KNN;0.6822436589020353;0.0031824179376916772;0.6892460721626756;0.004507992895135128;0.7961621989092899;0.005010122354014069;0.738839478440645;0.0029320092066995656;0.40311565045915443;0.0045286732269333;152.6289882659912;4.711551042878997;0.0483798455764925;5.114666693338152;0.0529085188034258;3.3012349610577476;0%
LR;0.6833057457637437;0.0042654314362355495;0.6869254994307041;0.004285437043872347;0.8067209619348802;0.004907030999137758;0.742013396641919;0.004014475704474304;0.0437812702488161;0.00044516685899882627;32.66199016571045;0.4244862439787199;0.0043513681333097;0.46826751422753604;0.004796534992308526;0.29800036514991834;0%
LightGBM;0.7162710444348026;0.0038169462252470817;0.7081098998240134;0.004465693223744043;0.8463836833845807;0.0043376421421650515;0.7710809107634369;0.002485642535398669;0.0393235336845772;0.0003998407052972892;15.377613544464111;0.5835163178738505;0.005933179300787;0.6228398515584277;0.006333020006084289;0.37862722083396894;0%
MLP;0.698067720590178;0.003881996179128066;0.7025269761981121;0.006214229667459086;0.8072241760702991;0.020504249338999508;0.7510696699785216;0.006852705022489678;1.6667421851311865;0.0188670585593635;663.760290145874;27.83665530154812;0.2830424136896334;29.503397486679308;0.3019094722489969;18.530939574589357;0%
RF;0.7215237964443227;0.0038258182787489327;0.7129133211426006;0.005135642952293619;0.8484480602153971;0.0027572294108708603;0.7747855374067992;0.0029994314014069167;0.2866035403637953;0.0029141776178848;125.85145616531372;0.8190651833412523;0.0084049304157904;1.1056687237050475;0.0113191080336752;0.6734907340925895;0%
XGBoost;0.7134800102498713;0.012172759184433089;0.7031419163311392;0.020749437808737895;0.8557710363200289;0.027919768304139322;0.7713358904641268;0.003561165631342323;0.1036316059201066;0.0010537235726204137;41.670243978500366;2.3125569622366227;0.02373477065798;2.416188568156729;0.02478849423060041;1.4815200461410734;0%
