modelo;fold;acc;prec;rec;f1;emissions_g;energia_kwh;tempo_s;rga;emissions_grid_total_g;energia_grid_total_kwh;params
KNN;1;0.6871655552811394;0.6903430749682338;0.7994408475573866;0.7408973135142507;0.04417223173503175;0.00044914214559555604;15.29179048538208;0.06428178973109268;0.4681815188269376;0.004760457953663903;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;2;0.6871397991108184;0.7012787723785167;0.7892918825561313;0.7426868905742146;0.04433943524057093;0.00045084226665078014;15.291600227355957;0.06452753180349563;0.4696718824595335;0.004775611933740731;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;3;0.6795652889840277;0.6862547288776797;0.7949167397020158;0.7365998917162967;0.043880200254113;0.00044617277681409894;15.068644762039185;0.0645709852539928;0.4688562548303228;0.004767318652441562;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;4;0.6840111971019266;0.6949544229040955;0.7873454545454546;0.7382705946535734;0.0440273207549071;0.0004476686943802324;15.216900110244751;0.0643663743246391;0.46366056773160075;0.004782358210970257;{'metric': 'manhattan', 'n_neighbors': 15}
KNN;5;0.6893627531697678;0.6966292134831461;0.7961476725521669;0.7430711610486891;0.0017695994304482623;0.0004494386252939829;15.2141854763031;0.002567007605663991;0.01884341611378417;0.00478580569608137;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;6;0.6846698501564301;0.6914730661220322;0.7931185944363104;0.7388161483906165;0.0017616162182481747;0.0004474110681785691;15.11238145828247;0.002572942591010381;0.01879201899316349;0.004772751978478186;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;7;0.6749547176025029;0.6856492027334852;0.7872711421098518;0.7329545454545454;0.0017764256333198973;0.0004511723279511025;15.335718870162964;0.0026319182413153783;0.01881047441067448;0.0047774392412183566;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;8;0.6788243042977112;0.6840638459589562;0.7933010136624064;0.7346439017753894;0.0017702359054678084;0.00044960027569513966;15.2071213722229;0.0026077968839068526;0.01890442870574743;0.004801301528067847;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;9;0.6866458093199407;0.6945825366475462;0.7944306750255139;0.7411588683351469;0.0017587372409194816;0.0004466798724115516;15.191174268722534;0.002561345626883456;0.01884771651773351;0.004786897902377295;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;10;0.6820352379384159;0.6934325295023088;0.785984297760977;0.7368134114760801;0.0017741026636652738;0.0004505823456815506;15.208338260650635;0.0026011891541379063;0.01897233769301185;0.004818548890016588;{'metric': 'manhattan', 'n_neighbors': 50}
LR;1;0.684531159957191;0.6840993788819876;0.8103296056503826;0.7418833355786071;0.0007153100505207807;7.273254672395786e-06;0.7490577697753906;0.0010449634616567557;0.04219518185442696;0.00042903955194235725;{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}
LR;2;0.6871397991108184;0.6950917203767972;0.8071387449625792;0.7469366009589771;0.0008990964323704853;9.141989998479738e-06;0.8899672031402588;0.0013084621696108213;0.045279641254476005;0.00046040225784434863;{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}
LR;3;0.6778363247159559;0.6808484400049328;0.8064563248612329;0.7383483784687396;0.013090745966819993;0.0001331063770165127;4.828749418258667;0.019312547128992545;0.04104765215347929;0.0004173714986932046;{'C': 100, 'penalty': 'l2', 'solver': 'lbfgs'}
LR;4;0.6827762226247325;0.6869124195942603;0.8077090909090909;0.742429306771843;0.010383961049101942;0.00010558385578864788;3.8437764644622803;0.015208439756709536;0.04924978619664369;0.0005007705921487339;{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}
