modelo;fold;acc;prec;rec;f1;emissions_g;energia_kwh;tempo_s;rga;emissions_grid_total_g;energia_grid_total_kwh;params
KNN;1;0.6865892813040256;0.6892490819298468;0.8009123013537375;0.740897025794596;0.03957703886621974;0.0004024183396329334;13.533713579177856;0.057642960564504936;0.4255602001489698;0.004327085453176168;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;2;0.6860694878972501;0.6988960791777693;0.7927461139896373;0.7428687032166701;0.0015962734925945427;0.00040541771869986566;13.537344694137573;0.002326693608670745;0.425506915361606;0.004326543654793244;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;3;0.6787419726658982;0.6836327345309381;0.8004674262342975;0.7374512178710806;0.0015773131523391926;0.0004006022168903335;13.438643455505371;0.0023238774318670346;0.4070286525436615;0.004332294312246415;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;4;0.6789889675613371;0.6882591093117408;0.7912727272727272;0.7361797144597063;0.001594426659472317;0.0004049486644465026;13.510932207107544;0.0023482364745908524;0.017051896126246444;0.004330799740195814;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;5;0.6872221307426313;0.693683409436834;0.7980446519772363;0.7422134762841827;0.001591363481299703;0.00040417068579029264;13.482358932495117;0.0023156464411005382;0.017131631745425466;0.0043510508017943735;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;6;0.6808002634612218;0.687539692620348;0.7925329428989751;0.736312317214174;0.0015941002585907569;0.0004048657659323084;13.55394721031189;0.002341509461947434;0.01707679097011075;0.00433712247301928;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;7;0.6801416104067183;0.6883720930232559;0.7956989247311828;0.7381546134663342;0.0016050037827863193;0.00040763501689441566;13.615978479385376;0.002359808249088807;0.017105074821357036;0.004344305937821215;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;8;0.680635600197596;0.683;0.8027030997502571;0.7380293104612683;0.0015806646223161232;0.0004014534152085677;13.464571714401245;0.0023223360956394863;0.01702350471455668;0.004323588957450043;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;9;0.6828585542565454;0.6899077933560692;0.7963259950430092;0.739306984298863;0.0015837745570225967;0.0004022432689772691;13.447168111801147;0.0023193303315163323;0.01703322045931134;0.0043260565390343874;{'metric': 'manhattan', 'n_neighbors': 50}
KNN;10;0.6798946155112794;0.6892405063291139;0.7916545507414946;0.7369062119366626;0.00158709125094528;0.00040308563495653155;13.479236602783203;0.002334319488251559;0.017049850989274286;0.004330280321205567;{'metric': 'manhattan', 'n_neighbors': 50}
LR;1;0.6827200131719766;0.683051269288203;0.8076809888169512;0.7401564185544768;0.0006831177834738375;6.945924507603992e-06;0.645533561706543;0.0010005826258117332;0.039209942098766375;0.00039868570889866977;{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}
LR;2;0.6854108348427466;0.6937662659561284;0.805699481865285;0.7455550376240261;0.0007424719088954358;7.549435767839058e-06;0.6902210712432861;0.0010832509075608364;0.03276869485126435;0.0003331912682643709;{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}
LR;3;0.6727317635435535;0.6765465502398229;0.8035349108968741;0.7345930426654204;4.467275431888047e-05;1.1345879154180981e-05;0.9643449783325195;6.640500232004922e-05;0.0013942009331502359;0.0003540958140000657;{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}
LR;4;0.6818705746747901;0.6844749417963485;0.812509090909091;0.7430167597765364;2.8887085149345253e-05;7.336672703936848e-06;0.6721227169036865;4.236446947886349e-05;0.001531543051319678;0.00038897763624918435;{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}
LR;5;0.6925736868104726;0.692983541640886;0.8171603677221655;0.7499665193518147;0.00039443702928567244;0.00010017817205235481;7.272863149642944;0.0005695235565506154;0.0015647542852536573;0.0003974125459054468;{'C': 100, 'penalty': 'l2', 'solver': 'liblinear'}
LR;6;0.6817882430429771;0.6852893388326459;0.8027818448023426;0.7393972085496595;0.0003296020240213261;8.371153269004751e-05;6.19403862953186;0.00048343752973831986;0.0015176566347066894;0.00038545079741469164;{'C': 100, 'penalty': 'l2', 'solver': 'liblinear'}
LR;7;0.6793182940885888;0.6856432566811684;0.8015111886079628;0.7390634420848128;0.0002750263563169548;6.985053531091717e-05;4.988768577575684;0.0004048563960520825;0.0013696323940054296;0.00034785595526778414;{'C': 100, 'penalty': 'l2', 'solver': 'liblinear'}
LR;8;0.6791536308249629;0.6815119760479041;0.8025561921551344;0.7370977534911961;0.00018280801644555424;4.642914220603998e-05;3.409668207168579;0.00026917034401111674;0.0013880144237677589;0.000352524579163307;{'C': 10, 'penalty': 'l2', 'solver': 'liblinear'}
LR;9;0.683434875679236;0.6873446046742914;0.8060941828254847;0.7419982553848219;2.7824908831097293e-05;7.06690370645686e-06;0.6907083988189697;4.071332883538221e-05;0.0013154994452298098;0.00033410739858190115;{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}
LR;10;0.6840935287337395;0.6885774525610815;0.8072113986624019;0.7431898801954354;2.595044101229601e-05;6.5908308590405075e-06;0.6796181201934814;3.793405422257159e-05;0.0015477667077553787;0.0003930980816563442;{'C': 0.01, 'penalty': 'l2', 'solver': 'liblinear'}
LightGBM;1;0.7110397629044208;0.6970496521947709;0.8552089464390819;0.7680718911061186;0.006810423999054831;6.924822059477397e-05;2.5774166584014893;0.009578119754141372;0.05767783813760913;0.000586466813128982;{'learning_rate': 0.01, 'n_estimators': 500, 'num_leaves': 63}
LightGBM;2;0.7141445743454635;0.7141448989650074;0.8341968911917098;0.7695167286245354;0.004790075601692748;4.870536870798337e-05;1.951664924621582;0.006707431203384842;0.05779463742147403;0.000587654425321044;{'learning_rate': 0.05, 'n_estimators': 500, 'num_leaves': 63}
LightGBM;3;0.7056644162687304;0.6953768964281448;0.8502775343266141;0.7650653873956759;9.556552075604313e-05;2.4271502089724125e-05;1.068568229675293;0.00013542629974365884;0.002323578121565766;0.0005901368065286712;{'learning_rate': 0.05, 'n_estimators': 200, 'num_leaves': 63}
LightGBM;4;0.712168615181953;0.70231110046701;0.8530909090909091;0.770392749244713;0.0001454094550969758;3.693074516133704e-05;1.4276883602142334;0.0002041784094344356;0.002322515672702852;0.0005898669683109497;{'learning_rate': 0.05, 'n_estimators': 500, 'num_leaves': 31}
LightGBM;5;0.7221307426313189;0.7148505065480603;0.8443017656500803;0.7742021810396735;0.00019658290014380714;4.992765417796067e-05;2.0082428455352783;0.00027222618916277293;0.002275708143207612;0.0005779789040700953;{'learning_rate': 0.05, 'n_estimators': 500, 'num_leaves': 63}
LightGBM;6;0.7174378396179812;0.7098048900963201;0.8415812591508053;0.770096463022508;0.00018948606005873467;4.8125215729527033e-05;1.9598333835601807;0.0002641149512822345;0.002228943073187917;0.0005661016235851528;{'learning_rate': 0.05, 'n_estimators': 500, 'num_leaves': 63}
LightGBM;7;0.71348592129096;0.7066828675577157;0.8451031676838129;0.7697194282689254;0.00020042239959443554;5.0902801053132465e-05;2.022453546524048;0.00028090589262335725;0.0023192401291045016;0.0005890350535925096;{'learning_rate': 0.05, 'n_estimators': 500, 'num_leaves': 63}
LightGBM;8;0.7044294417915363;0.6908292798671254;0.8554429263992949;0.7643738514045681;0.000321809123397358;8.173231045295532e-05;3.127906322479248;0.0004568365606339773;0.0023939893479984937;0.0006080196811887135;{'learning_rate': 0.01, 'n_estimators': 500, 'num_leaves': 63}
LightGBM;9;0.7161205335089742;0.7099076923076924;0.8409389123778976;0.7698878804057662;0.00020267708151843424;5.147543976840402e-05;2.0419952869415283;0.0002830209050497703;0.002286836867061601;0.0005808053507021143;{'learning_rate': 0.05, 'n_estimators': 500, 'num_leaves': 63}
LightGBM;10;0.6914210439650914;0.6695925444299957;0.898371619656877;0.7672916925369427;6.49025885023677e-05;1.648380399124345e-05;0.7942957878112793;9.386840199449369e-05;0.0022718605662304533;0.0005770017056840803;{'learning_rate': 0.01, 'n_estimators': 100, 'num_leaves': 63}
MLP;1;0.69350456902939;0.6893874029335634;0.8229841082989994;0.750285062713797;0.18486910337556534;0.0018797444114325185;67.10558271408081;0.26657229329332766;2.9257908499525094;0.02974936805987421;{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 300}
MLP;2;0.7002305285690762;0.6968218069277466;0.8425446171560161;0.7627858492409929;0.1643512285256301;0.001671119174010962;57.94633150100708;0.2347101730361321;2.6371774893973714;0.02681475464063704;{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 200}
MLP;3;0.6874691256380702;0.6926964872378064;0.8007595676307333;0.7428184281842819;0.004922285581650036;0.0012501503035411746;44.017844438552856;0.007160009661643273;0.11050596280025222;0.028066039778930324;{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 200}
MLP;4;0.693314671496789;0.6830543933054394;0.8548363636363636;0.7593513792880677;0.005433799118506756;0.0013800632865974094;48.96233916282654;0.007837421219971863;0.1077852786875213;0.0273750469438031;{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 300}
MLP;5;0.704923431582414;0.7150374950664387;0.7930833211732088;0.7520409575204096;0.016447182338803306;0.0041772159807029014;144.83565092086792;0.023331870671233934;0.11479503927420505;0.029155369149784505;{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 200}
